remark,reading,comment,time
二零一五年四月二十三日星期四舉行之股東週年大會適用之代表委任表格,997,0,2015-03-19 18:05:37
建議授出購回股份及發行本公司新股份之一般授權、建議重選本公司退任董事、建議更換核,1065,0,2015-03-19 18:05:32
年報2014,1601,0,2015-03-19 18:05:23
股份發行人的證券變動月報表,1003,0,2015-03-03 15:56:46
招商局置地(978)去年纯利3.8亿人币 派末期息1港仙,1833,0,2015-02-17 18:09:02
年报电话会议,24,0,2015-02-16 00:00:00
招商局置地去年纯利3.8亿人币 派末期息1港仙,1497,0,2015-02-15 17:11:07
建議更換核數師,1052,0,2015-02-13 20:24:31
截至二零一四年十二月三十一日止年度 全年業績公告,1094,0,2015-02-13 20:24:27
招商局置地去年纯利3.8亿人币 派末期息1港仙,1212,0,2015-02-13 17:12:21
股份發行人的證券變動月報表,943,0,2015-02-03 15:48:36
董事會會議日期,1033,0,2015-02-02 17:12:02
須予披露及關連交易 成立合營公司 及授出售股權,866,0,2015-01-30 20:50:18
關連交易 成立合營公司,922,0,2015-01-28 21:57:16
到达收成期,795,0,2015-01-12 00:00:00
截至二零一四年十二月三十一日止年度的 未經審核營運數據,1699,0,2015-01-09 22:26:07
自願公告 收購地塊,1177,0,2015-01-09 21:19:59
盈利預警,1729,0,2015-01-09 21:19:58
公告-有關收購 廣州招商房地產49%股權的 主要及關聯交易之先決條件的達成 及 支付代價,1379,0,2015-01-09 18:09:54
股份發行人的證券變動月報表,1015,0,2015-01-05 16:13:54
根據上市規則第13.18條之披露,1985,0,2014-12-31 20:12:55
股份發行人的證券變動月報表,1072,0,2014-12-05 07:43:17
自願公告 收購地塊,1539,0,2014-11-09 09:01:52
股份發行人的證券變動月報表,1248,0,2014-11-04 17:12:55
主要交易:出售一家附屬公司之股本權益及 向一家附屬公司墊付股東貸款以及 須予披露交,1360,0,2014-10-21 15:51:27
截至二零一四年九月三十日止九個月的 未經審核營運數據,1265,0,2014-10-09 22:28:44
股份發行人的證券變動月報表,1232,0,2014-10-07 16:09:54
主要交易:出售一家附屬公司之股本權益及 向一家附屬公司墊付股東貸款以及 須予披露交,2618,1,2014-09-30 21:47:35
根據上市規則第13.18條作出披露,1468,0,2014-09-16 19:00:43
於二零一四年九月十二日舉行的 股東特別大會表決結果,1453,0,2014-09-13 09:02:39
股份發行人的證券變動月報表,1458,0,2014-09-04 16:20:54
主要及關連交易 有關 收購廣州招商房地產49%股權,1744,0,2014-08-25 08:52:37
股東特別大會通告,2131,0,2014-08-25 08:52:32
二零一四年九月十二日(星期五)舉行之股東特別大會適用之代表委任表格,1834,0,2014-08-25 08:52:32
須予披露交易:視作出售一家附屬公司之 股本權益及向一家附屬公司墊付股東貸款,2253,0,2014-08-25 07:52:12
根據上市規則第13.18條之披露,1781,0,2014-08-19 21:17:57
2014 中期報告,2022,0,2014-08-07 20:57:27
股份發行人的證券變動月報表,1428,0,2014-08-05 16:18:43
須予披露交易: 視作出售附屬公司之股本權益及向附屬公司墊付股東貸款 及授出認沽期權,1413,0,2014-08-04 13:25:49
主要及關連交易有關收購廣州招商房地產49%股權,1589,0,2014-08-03 21:23:10
截至二零一四年六月三十日止六個月 中期業績公告,1672,0,2014-08-02 09:17:58
須予披露交易: 視作出售附屬公司之股本權益及向附屬公司墊付股東貸款 及授出認沽期權,1462,0,2014-08-01 08:41:39
根據上市規則第13.18條之披露,1331,0,2014-07-31 07:55:33
董事會會議日期,1503,0,2014-07-22 19:13:31
自願公告收購地塊,1520,0,2014-07-11 17:17:46
截至二零一四年六月三十日止六個月的未經審核營運數據,1613,0,2014-07-11 17:17:40
盈利預警,1730,0,2014-07-11 17:17:33
0904中国绿色食品市净率现0.072,2354,1,2014-05-24 10:46:42
股份發行人的證券變動月報表,1372,0,2014-07-03 15:50:37
股份發行人的證券變動月報表,1528,0,2014-06-05 15:50:23
二零一四年五月十二日舉行的 股東週年大會表決結果,1915,0,2014-05-24 10:24:49
自願公告 收購地塊,1862,0,2014-05-24 10:10:14
股份發行人的證券變動月報表,1486,0,2014-05-24 10:05:14
股份發行人的證券變動月報表,1558,0,2014-05-24 08:34:56
股份發行人的證券變動月報表,2124,0,2014-05-24 08:24:28
股份發行人的證券變動月報表,2486,0,2014-05-24 08:13:01
自願公告 收購地塊,2173,0,2014-05-24 08:01:26
截至二零一四年三月三十一日止三個月的 未經審核營運數據,2005,0,2014-05-24 08:01:26
年報2013,1803,0,2014-05-24 07:50:24
二零一四年五月十二日星期一舉行之股東週年大會適用之代表委任表格,1588,0,2014-05-24 07:49:51
股東週年大會通告,1589,0,2014-05-24 07:49:51
建議授出購回股份及發行本公司新股份之 一般授權及建議重選本公司退任董事 及 股東週,1459,0,2014-05-24 07:49:50
董事名單與其角色和職能,1644,0,2014-05-24 06:44:21
更改香港股份過戶及登記分處地址,1547,0,2014-05-24 06:44:21
董事辭任及委任,2094,0,2014-05-24 06:44:15
截至二零一三年十二月三十一日止年度全年業績公告,2050,0,2014-05-24 06:41:44
董事會會議日期,1614,0,2014-05-24 06:21:49
自願公告 收購地塊,1675,0,2014-05-24 06:00:29
股份發行人的證券變動月報表,1301,0,2014-05-24 05:49:24
股份發行人的證券變動月報表,1889,0,2014-05-24 05:44:26
截至二零一三年十二月三十一日止年度之未經審核營運數據,1292,0,2014-05-24 05:19:55
自願公告 收購地塊,1371,0,2014-05-24 05:13:20
更改香港主要營業地點,1289,0,2014-05-24 04:54:38
"發行於二零一八年到期的500,000,000美元 4.021厘信用增強債券(「債券」)",1723,0,2014-05-24 04:47:47
"發行於二零一八年到期的500,000,000美元 4.021厘信用增強債券",1385,0,2014-05-24 04:41:06
建議發行信用增強債券,1460,0,2014-05-24 04:29:45
更改公司名稱及股份簡稱 及更改公司網址,3116,0,2014-05-24 04:24:40
股份發行人的證券變動月報表,1602,0,2014-05-24 04:15:02
自願公告 收購地塊,1861,0,2014-05-24 04:07:01
自願公告 收購地塊,1674,0,2014-05-24 03:53:23
收購地塊,1764,0,2014-05-24 03:48:53
翌日披露報表 - 已發行股本變動,1277,0,2014-05-24 03:46:14
董事名單與其角色和職能,1490,0,2014-05-24 03:45:46
公告 (1)收購及配售完成 及 (2)董事委任生效,1496,0,2014-05-24 03:45:43
關於建議根據特定授權配售配售股份的定價,1405,0,2014-05-24 03:37:38
二零一三年十月二十八日舉行的 股東特別大會表決結果,1527,0,2014-05-24 03:36:54
延遲股東特別大會和終止配售協議 恢復買賣股份,2227,0,2014-05-24 02:14:11
二零一三年七月二日舉行之股東特別大會 表決結果,1760,0,2014-05-24 02:13:58
(1) 非常重大收購及關連交易 (2) 涉及新上市申請的反收購 (3) 建議根據特定授權發行代,1142,0,2014-05-24 02:13:57
股東特別大會通告,1749,0,2014-05-24 02:13:55
二零一三年十月二十八日舉行的股東特別大會適用的代表委任表格,1380,0,2014-05-24 02:13:55
延遲股東特別大會,1591,0,2014-05-24 02:13:17
短暫停牌,1520,0,2014-05-24 02:07:03
經修訂及重列 組織章程大綱及細則,1355,0,2014-05-24 02:07:03
股份發行人的證券變動月報表,2122,0,2014-05-24 02:07:03
董事會會議日期,1630,0,2014-05-24 02:07:03
公告,1398,0,2014-05-24 02:07:01
股份發行人的證券變動月報表,1215,0,2014-05-24 01:59:37
董事辭任及委任、 選舉董事會主席 及 委任董事會委員會成員,1682,0,2014-05-24 01:59:35
董事名單與其角色和職能,1210,0,2014-05-24 01:59:34
截至二零一三年六月三十日止六個月 中期業績公告,1848,0,2014-05-24 01:59:32
2013 中期報告,1390,0,2014-05-24 01:59:32
公告 建議根據特定授權配售配售股份,1550,0,2014-05-24 01:55:39
股份發行人的證券變動月報表,1561,0,2014-05-24 01:55:16
(1)非常重大收購 (2)關連交易 及 (3)涉及新上市申請的反收購 有關股份購買協議補充協,1610,0,2014-05-24 01:47:53
董事委任 及 更換薪酬委員會成員,1179,0,2014-05-24 01:47:53
董事名單與其角色和職能,1936,0,2014-05-24 01:47:53
股份發行人的證券變動月報表,1067,0,2014-05-24 01:30:46
交易所通告 - 復牌,1139,0,2014-05-23 21:06:21
交易所通告 - 短暫停牌,1408,0,2014-05-23 21:03:42
股東特別大會通告（股份代号：978 ）,1714,0,2014-05-23 20:50:59
公告 (1)建議根據特定授權配售配售股份 (2)非豁免持續關連交易 (3)委任及調任董事 及 ,1395,0,2014-05-23 20:50:58
代表委任表格(二零一三年七月八日之股東特別大會)（股份代號：978 ）,1571,0,2014-05-23 20:49:22
(1) 非常重大收購及關連交易 (2) 涉及新上市申請的反收購 (3) 建議根據特定授權發行代,862,0,2014-05-23 20:46:38
公司持续获得大股东支持，成长性值得期待,1301,0,2014-04-17 00:00:00
00978到底是什么情况,1228,1,2014-01-22 14:51:58
让‘招商地产动力”嫁接“全球资源”,1585,0,2013-12-20 00:00:00
招商地产注资东力实业控股 打造双融资平台,2886,1,2013-05-06 09:00:00
年報 由二零一二年四月一日至二零一二年十二月三十一日,37,0,2013-03-28 00:00:00
年報 2012,50,0,2012-07-18 00:00:00
聯合公佈 延遲寄發 有關 由中信証券融資(香港)有限公司 代表SUCCESS WELL INVESTMENTS LIMITED 提出無條件強制現金收購建議 以,182,0,2012-05-18 00:00:00
股價及成交量不尋常變動,116,0,2012-05-09 00:00:00
招商局会把0978做到5元吗,2420,1,2012-05-08 15:26:27
停牌,121,0,2012-04-23 00:00:00
年報 2011,40,0,2011-07-25 00:00:00
截至二零一一年三月三十一日止年度 全年業績公佈,127,0,2011-06-29 00:00:00
截至二零一一年三月三十一日止年度 全年業績公佈,116,0,2011-06-28 00:00:00
聯合公佈 有關華富嘉洛 代表華能有限公司 就東力實業控股有限公司 每股面值港幣0.01元的全部已發行股份 (華能有限公司已擁有或同意收購之股份除外) 提出之強,42,0,2010-12-31 00:00:00
年報 2010,47,0,2010-07-29 00:00:00
建議股本重組; 建議集團重組及債權人計劃; 建議認購新股份及 申請授出清洗豁免 以及 建議發行酬金股份 股東特別大會結果,102,0,2010-07-26 00:00:00
公佈 一家附屬公司清盤,98,0,2010-07-06 00:00:00
东力要倒闭了,1309,0,2010-01-05 16:13:46
